Title: Absolute Magnitudes and Colors of RR Lyrae stars in DECam Passbands 
       from Photometry of the Globular Cluster M5 
Authors: Vivas A.K., Saha A., Olsen K., Blum R., Olszewski E.W., 
         Claver J., Valdes F., Axelrod T., Kaleida C., Kunder A., 
         Narayan G., Matheson T., Walker A. 
Table: Individual measurements in ugriz of the periodic variables 
       in the field of M5
================================================================================
Byte-by-byte Description of file: ajaa7fedt2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  6 I6     ---     ID      Identification number
   8- 19 F12.6  d       MJD     Modified Julian Date
  21- 21 A1     ---     Filter  Filter
  23- 28 F6.3   mag     mag     Apparent magnitude in Filter
  30- 34 F5.3   mag   e_mag     Error in mag
--------------------------------------------------------------------------------
 74561 56726.819387 r 14.864 0.011 
 74561 56726.819819 r 14.849 0.011 
 74561 56726.839819 r 14.772 0.010 
 74561 56726.840245 r 14.770 0.010 
 74561 56726.859958 r 14.757 0.010 
 74561 56726.860383 r 14.750 0.010 
 74561 56726.880322 r 14.735 0.010 
 74561 56726.880764 r 14.730 0.010 
 74561 56726.900425 r 14.686 0.010 
 74561 56726.900873 r 14.691 0.010 
 74561 56451.719126 i 14.951 0.012 
 74561 56451.719677 i 14.952 0.013 
 74561 56452.497345 i 14.847 0.010 
 74561 56452.611183 i 14.957 0.012 
 74561 56452.611621 i 14.951 0.010 
 74561 56452.699593 i 14.793 0.011 
 74561 56452.700079 i 14.799 0.012 
 74561 56452.752902 i 14.747 0.011 
 74561 56452.753449 i 14.744 0.011 
 74561 56453.466139 i 15.005 0.012 
 74561 56453.466599 i 14.944 0.013 
 74561 56453.473140 i 15.064 0.021 
 74561 56453.478647 i 15.049 0.011 
 74561 56453.568639 i 14.827 0.010 
 74561 56453.569078 i 14.878 0.010 
 74561 56453.576087 i 14.783 0.011 
 74561 56453.576522 i 14.780 0.010 
 74561 56453.679504 i 14.641 0.010 
 74561 56453.749491 i 14.867 0.012 
 74561 56465.456542 i 14.837 0.011 
 74561 56465.464655 i 14.860 0.011 
 74561 56467.464288 i 14.781 0.010 
 74561 56467.464715 i 14.785 0.010 
 74561 56724.815764 i 14.724 0.010 
 74561 56724.816199 i 14.723 0.010 
 74561 56724.838569 i 14.721 0.010 
 74561 56724.859179 i 14.742 0.011 
 74561 56724.859614 i 14.773 0.010 
 74561 56724.882066 i 14.786 0.010 
 74561 56724.882496 i 14.797 0.011 
 74561 56725.825782 i 14.947 0.030 
 74561 56725.845598 i 14.918 0.011 
 74561 56725.846027 i 14.922 0.011 
 74561 56726.811144 i 14.897 0.010 
 74561 56726.811663 i 14.888 0.010 
 74561 56726.820248 i 14.849 0.011 
 74561 56726.820689 i 14.878 0.011 
 74561 56451.720223 z 14.934 0.011 
 74561 56451.720708 z 14.944 0.012 
 74561 56452.498233 z 14.839 0.014 
 74561 56452.498661 z 14.812 0.011 
 74561 56452.612057 z 14.929 0.012 
 74561 56452.612487 z 14.938 0.011 
 74561 56452.700608 z 14.791 0.011 
 74561 56452.701148 z 14.791 0.011 
 74561 56452.753959 z 14.755 0.011 
 74561 56452.754501 z 14.749 0.010 
 74561 56453.467450 z 14.915 0.014 
 74561 56453.479073 z 14.961 0.012 
 74561 56453.479532 z 14.915 0.012 
 74561 56453.569520 z 14.831 0.010 
 74561 56453.569950 z 14.778 0.011 
 74561 56453.576983 z 14.795 0.014 
 74561 56453.577412 z 14.795 0.014 
 74561 56453.679926 z 14.782 0.015 
 74561 56453.680353 z 14.752 0.011 
 74561 56453.750520 z 14.780 0.013 
 74561 56453.751075 z 14.797 0.011 
 74561 56465.456974 z 14.864 0.011 
 74561 56465.457415 z 14.785 0.012 
 74561 56465.465093 z 14.832 0.011 
 74561 56465.465539 z 14.814 0.011 
 74561 56467.465179 z 14.759 0.010 
 74561 56467.465622 z 14.763 0.010 
 74561 56724.816635 z 14.712 0.010 
 74561 56724.817063 z 14.698 0.010 
 74561 56724.839453 z 14.714 0.010 
 74561 56724.839896 z 14.716 0.011 
 74561 56724.860045 z 14.753 0.010 
 74561 56724.882934 z 14.781 0.010 
 74561 56724.883370 z 14.777 0.010 
 74561 56725.826223 z 14.889 0.011 
 74561 56725.826647 z 14.871 0.010 
 74561 56725.846455 z 14.887 0.010 
 74561 56725.846892 z 14.898 0.013 
 74561 56725.876824 z 14.928 0.010 
 74561 56725.877247 z 14.915 0.011 
 74561 56726.812106 z 14.868 0.011 
 74561 56726.812548 z 14.884 0.011 
 74561 56726.821137 z 14.849 0.011 
 74561 56726.821562 z 14.859 0.011 
 74561 56726.841542 z 14.796 0.010 
 74561 56726.841984 z 14.792 0.011 
 74561 56726.861683 z 14.785 0.011 
 74561 56726.862115 z 14.784 0.011 
 74561 56726.882066 z 14.776 0.013 
 74561 56726.882514 z 14.773 0.010 
 74561 56726.902182 z 14.751 0.013 
 74561 56726.902619 z 14.747 0.011 
 74592 56452.500658 u 16.034 0.011 
 74592 56452.613786 u 15.285 0.011 
 74592 56452.703502 u 15.741 0.011 
 74592 56452.756113 u 16.012 0.013 
 74592 56453.481520 u 16.247 0.017 
 74592 56453.571283 u 16.238 0.013 
 74592 56453.578740 u 16.230 0.014 
 74592 56453.579412 u 16.242 0.016 
 74592 56453.681792 u 15.072 0.010 
 74592 56467.466971 u 15.831 0.011 
 74592 56467.467647 u 15.834 0.011 
 74592 56724.841213 u 16.072 0.011 
 74592 56724.841881 u 16.095 0.010 
 74592 56724.862477 u 16.134 0.010 
 74592 56725.827970 u 15.739 0.010 
 74592 56725.828639 u 15.732 0.011 
 74592 56726.904600 u 15.958 0.017 
 74592 56452.499554 g 15.442 0.010 
 74592 56452.612929 g 14.750 0.010 
 74592 56452.613357 g 14.740 0.010 
 74592 56452.701691 g 15.145 0.010 
 74592 56452.702231 g 15.117 0.010 
 74592 56452.755016 g 15.347 0.010 
 74592 56452.755566 g 15.343 0.011 
 74592 56453.467899 g 15.482 0.014 
 74592 56453.474437 g 15.468 0.012 
 74592 56453.479965 g 15.662 0.013 
 74592 56453.480388 g 15.565 0.013 
 74592 56453.570419 g 15.574 0.010 
 74592 56453.570859 g 15.603 0.010 
 74592 56453.577840 g 15.572 0.010 
 74592 56453.578284 g 15.566 0.010 
 74592 56453.680803 g 14.606 0.013 
 74592 56453.681369 g 14.672 0.010 
 74592 56453.751591 g 14.928 0.012 
 74592 56453.752177 g 15.005 0.010 
 74592 56465.458279 g 15.553 0.013 
 74592 56465.465990 g 15.541 0.011 
 74592 56465.466423 g 15.537 0.011 
 74592 56467.466080 g 15.204 0.011 
 74592 56467.466518 g 15.199 0.010 
 74592 56724.817498 g 15.384 0.010 
 74592 56724.817962 g 15.378 0.010 
 74592 56724.840334 g 15.417 0.010 
 74592 56724.840768 g 15.426 0.011 
 74592 56724.860922 g 15.476 0.010 
 74592 56724.861365 g 15.479 0.010 
 74592 56724.883814 g 15.489 0.010 
 74592 56724.884254 g 15.477 0.010 
 74592 56725.827082 g 15.138 0.010 
 74592 56725.827515 g 15.138 0.010 
 74592 56725.847325 g 15.207 0.010 
 74592 56725.877691 g 15.258 0.010 
 74592 56725.878141 g 15.261 0.010 
 74592 56726.812985 g 14.742 0.010 
 74592 56726.813433 g 14.740 0.010 
 74592 56726.822069 g 14.778 0.011 
 74592 56726.822504 g 14.780 0.010 
 74592 56726.842416 g 14.961 0.010 
 74592 56726.842855 g 14.850 0.010 
 74592 56726.862556 g 14.927 0.010 
 74592 56726.862992 g 14.923 0.010 
 74592 56726.882952 g 15.013 0.010 
 74592 56726.883409 g 14.997 0.011 
 74592 56726.903067 g 15.053 0.011 
 74592 56726.903508 g 15.068 0.010 
 74592 56451.717357 r 15.153 0.013 
 74592 56451.718102 r 15.158 0.011 
 74592 56451.718635 r 15.155 0.010 
 74592 56452.495761 r 15.252 0.010 
 74592 56452.496463 r 15.253 0.010 
 74592 56452.496898 r 15.250 0.010 
 74592 56452.502189 r 15.175 0.013 
 74592 56452.609624 r 14.704 0.011 
 74592 56452.610753 r 14.698 0.011 
 74592 56452.697765 r 14.933 0.012 
 74592 56452.698514 r 14.927 0.010 
 74592 56452.699052 r 14.918 0.010 
 74592 56452.751003 r 15.043 0.012 
 74592 56452.751804 r 15.039 0.010 
 74592 56452.752352 r 15.036 0.011 
 74592 56453.465264 r 15.138 0.024 
 74592 56453.465704 r 15.284 0.011 
 74592 56453.476666 r 15.385 0.015 
 74592 56453.567081 r 15.339 0.011 
 74592 56453.567781 r 15.332 0.010 
 74592 56453.568211 r 15.330 0.010 
 74592 56453.574528 r 15.308 0.011 
 74592 56453.575206 r 15.305 0.010 
 74592 56453.575657 r 15.313 0.010 
 74592 56453.677469 r 14.603 0.011 
 74592 56453.678173 r 14.629 0.010 
 74592 56453.678605 r 14.710 0.011 
 74592 56453.747565 r 14.843 0.011 
 74592 56453.748378 r 14.832 0.011 
 74592 56453.748937 r 14.844 0.012 
 74592 56465.454568 r 15.236 0.010 
 74592 56465.455249 r 15.226 0.010 
 74592 56465.455691 r 15.235 0.011 
 74592 56465.462665 r 15.232 0.011 
 74592 56465.463356 r 15.245 0.010 
 74592 56465.463783 r 15.239 0.011 
 74592 56467.462713 r 14.985 0.010 
 74592 56467.463393 r 14.959 0.010 
 74592 56467.463847 r 14.987 0.010 
 74592 56724.814885 r 15.103 0.010 
 74592 56724.815323 r 15.107 0.010 
 74592 56724.837694 r 15.138 0.010 
 74592 56724.838133 r 15.123 0.011 
 74592 56724.858302 r 15.169 0.010 
 74592 56724.858738 r 15.166 0.010 
 74592 56724.881196 r 15.198 0.010 
 74592 56724.881636 r 15.201 0.010 
 74592 56725.824447 r 14.941 0.010 
 74592 56725.824889 r 14.930 0.010 
 74592 56725.844726 r 14.977 0.010 
 74592 56725.845162 r 14.982 0.011 
 74592 56725.875055 r 15.030 0.010 
 74592 56725.875495 r 15.017 0.011 
 74592 56726.810271 r 14.705 0.010 
 74592 56726.810697 r 14.698 0.010 
 74592 56726.819387 r 14.729 0.011 
 74592 56726.819819 r 14.727 0.011 
 74592 56726.839819 r 14.764 0.010 
 74592 56726.840245 r 14.765 0.010 
 74592 56726.859958 r 14.802 0.010 
 74592 56726.860383 r 14.800 0.010 
 74592 56726.880322 r 14.848 0.010 
 74592 56726.880764 r 14.849 0.010 
 74592 56726.900425 r 14.880 0.010 
 74592 56726.900873 r 14.890 0.010 
 74592 56451.719677 i 15.110 0.012 
 74592 56452.497345 i 15.220 0.011 
 74592 56452.497785 i 15.196 0.011 
 74592 56452.611183 i 14.768 0.013 
 74592 56452.611621 i 14.753 0.010 
 74592 56452.699593 i 14.914 0.011 
 74592 56452.700079 i 14.911 0.012 
 74592 56452.752902 i 15.000 0.012 
 74592 56452.753449 i 14.995 0.011 
 74592 56453.466139 i 15.150 0.012 
 74592 56453.466599 i 15.204 0.012 
 74592 56453.472711 i 15.291 0.037 
 74592 56453.473140 i 15.291 0.026 
 74592 56453.478647 i 15.434 0.011 
 74592 56453.568639 i 15.273 0.010 
 74592 56453.569078 i 15.306 0.011 
 74592 56453.576087 i 15.274 0.011 
 74592 56453.576522 i 15.266 0.010 
 74592 56453.679504 i 14.713 0.010 
 74592 56453.749491 i 14.887 0.012 
 74592 56465.456542 i 15.177 0.011 
 74592 56465.464655 i 15.185 0.011 
 74592 56467.464288 i 14.973 0.010 
 74592 56467.464715 i 14.967 0.010 
 74592 56724.815764 i 15.055 0.010 
 74592 56724.816199 i 15.058 0.010 
 74592 56724.838569 i 15.068 0.010 
 74592 56724.839012 i 15.062 0.010 
 74592 56724.859179 i 15.096 0.010 
 74592 56724.859614 i 15.104 0.010 
 74592 56724.882066 i 15.127 0.010 
 74592 56724.882496 i 15.126 0.010 
 74592 56725.845598 i 14.941 0.010 
 74592 56725.846027 i 14.953 0.010 
 74592 56725.875926 i 14.990 0.010 
 74592 56725.876363 i 14.993 0.012 
 74592 56726.811144 i 14.763 0.010 
 74592 56726.811663 i 14.767 0.011 
 74592 56726.820248 i 14.797 0.011 
 74592 56726.820689 i 14.782 0.011 
 74592 56451.720223 z 15.080 0.011 
 74592 56451.720708 z 15.082 0.012 
 74592 56452.498233 z 15.162 0.013 
 74592 56452.498661 z 15.177 0.010 
 74592 56452.612057 z 14.741 0.011 
 74592 56452.612487 z 14.757 0.011 
 74592 56452.700608 z 14.891 0.011 
 74592 56452.701148 z 14.890 0.010 
 74592 56452.753959 z 14.970 0.010 
 74592 56452.754501 z 14.991 0.010 
 74592 56453.467450 z 15.137 0.017 
 74592 56453.479073 z 15.168 0.012 
 74592 56453.479532 z 15.060 0.011 
 74592 56453.569520 z 15.218 0.011 
 74592 56453.569950 z 15.235 0.011 
 74592 56453.576983 z 15.237 0.015 
 74592 56453.577412 z 15.260 0.017 
 74592 56453.679926 z 14.740 0.015 
 74592 56453.680353 z 14.707 0.011 
 74592 56453.750520 z 14.879 0.014 
 74592 56453.751075 z 14.794 0.011 
 74592 56465.457415 z 15.133 0.011 
 74592 56465.465093 z 15.145 0.011 
 74592 56465.465539 z 15.149 0.012 
 74592 56467.465179 z 14.932 0.011 
 74592 56467.465622 z 14.939 0.010 
 74592 56724.816635 z 15.028 0.010 
 74592 56724.817063 z 15.006 0.010 
 74592 56724.839453 z 15.034 0.010 
 74592 56724.839896 z 15.036 0.011 
 74592 56724.860045 z 15.078 0.010 
 74592 56724.860476 z 15.070 0.010 
 74592 56724.882934 z 15.078 0.011 
 74592 56724.883370 z 15.080 0.010 
 74592 56725.826223 z 14.895 0.011 
 74592 56725.826647 z 14.893 0.010 
 74592 56725.846455 z 14.922 0.010 
 74592 56725.846892 z 14.923 0.011 
 74592 56725.876824 z 14.962 0.011 
 74592 56725.877247 z 14.963 0.011 
 74592 56726.812106 z 14.756 0.011 
 74592 56726.812548 z 14.760 0.011 
 74592 56726.821137 z 14.764 0.011 
 74592 56726.821562 z 14.756 0.011 
 74592 56726.841542 z 14.801 0.012 
 74592 56726.841984 z 14.789 0.011 
 74592 56726.861683 z 14.814 0.011 
 74592 56726.862115 z 14.806 0.011 
 74592 56726.882066 z 14.838 0.014 
 74592 56726.882514 z 14.837 0.011 
 74592 56726.902182 z 14.865 0.011 
 74592 56726.902619 z 14.868 0.011 
 74596 56452.613786 u 15.349 0.011 
 74596 56452.614566 u 15.360 0.010 
 74596 56452.702727 u 15.540 0.011 
 74596 56452.703502 u 15.546 0.011 
 74596 56452.756113 u 15.882 0.013 
 74596 56453.475292 u 15.526 0.015 
 74596 56453.571283 u 15.363 0.011 
 74596 56453.571960 u 15.351 0.012 
 74596 56453.578740 u 15.394 0.013 
 74596 56453.579412 u 15.414 0.014 
 74596 56453.681792 u 15.940 0.013 
 74596 56453.682464 u 15.970 0.013 
 74596 56467.466971 u 15.788 0.011 
 74596 56467.467647 u 15.811 0.010 
 74596 56724.818405 u 15.931 0.010 
 74596 56724.841213 u 15.932 0.011 
 74596 56724.862477 u 15.916 0.010 
 74596 56724.884692 u 15.769 0.011 
 74596 56726.814544 u 15.443 0.011 
 74596 56726.864099 u 15.736 0.010 
 74596 56726.883851 u 15.843 0.010 
 74596 56726.884562 u 15.837 0.011 
 74596 56451.721220 g 14.777 0.010 
 74596 56451.721773 g 14.800 0.010 
 74596 56452.499554 g 15.372 0.010 
 74596 56452.612929 g 14.827 0.010 
 74596 56452.613357 g 14.815 0.010 
 74596 56452.701691 g 15.034 0.010 
 74596 56452.702231 g 15.010 0.010 
 74596 56452.755016 g 15.326 0.010 
 74596 56452.755566 g 15.334 0.011 
 74596 56453.467899 g 15.119 0.013 
 74596 56453.474437 g 14.966 0.011 
 74596 56453.479965 g 15.081 0.011 
 74596 56453.480388 g 14.987 0.012 
 74596 56453.570419 g 14.840 0.010 
 74596 56453.570859 g 14.857 0.010 
 74596 56453.577840 g 14.875 0.010 
 74596 56453.578284 g 14.881 0.010 
 74596 56453.680803 g 15.327 0.013 
 74596 56453.681369 g 15.413 0.010 
 74596 56453.752177 g 15.337 0.010 
 74596 56465.458279 g 15.395 0.012 
 74596 56465.465990 g 15.372 0.011 
 74596 56465.466423 g 15.370 0.011 
 74596 56467.466080 g 15.240 0.010 
 74596 56467.466518 g 15.232 0.010 
 74596 56724.817498 g 15.401 0.010 
 74596 56724.817962 g 15.387 0.010 
 74596 56724.840334 g 15.376 0.010 
 74596 56724.840768 g 15.398 0.011 
 74596 56724.860922 g 15.383 0.010 
 74596 56724.861365 g 15.384 0.010 
 74596 56724.884254 g 15.225 0.010 
 74596 56725.827082 g 14.844 0.010 
 74596 56725.827515 g 14.861 0.010 
 74596 56725.847325 g 14.798 0.010 
 74596 56725.847757 g 14.790 0.010 
 74596 56725.877691 g 14.801 0.010 
 74596 56725.878141 g 14.808 0.010 
 74596 56726.812985 g 14.942 0.010 
 74596 56726.813433 g 14.937 0.010 
 74596 56726.822069 g 14.982 0.011 
 74596 56726.822504 g 14.976 0.010 
 74596 56726.842416 g 15.074 0.010 
 74596 56726.842855 g 15.083 0.010 
 74596 56726.862556 g 15.182 0.010 
 74596 56726.862992 g 15.180 0.010 
 74596 56726.882952 g 15.288 0.010 
 74596 56726.883409 g 15.288 0.011 
 74596 56726.903067 g 15.327 0.011 
 74596 56726.903508 g 15.348 0.010 
 74596 56451.717357 r 14.846 0.012 
 74596 56451.718102 r 14.866 0.011 
 74596 56451.718635 r 14.855 0.010 
 74596 56452.495761 r 15.248 0.010 
 74596 56452.496463 r 15.252 0.010 
 74596 56452.496898 r 15.261 0.010 
 74596 56452.502189 r 15.255 0.013 
 74596 56452.609624 r 14.891 0.011 
 74596 56452.610313 r 14.897 0.010 
 74596 56452.610753 r 14.866 0.011 
 74596 56452.697765 r 14.984 0.012 
 74596 56452.698514 r 14.988 0.010 
 74596 56452.699052 r 14.977 0.011 
 74596 56452.751003 r 15.169 0.013 
 74596 56452.751804 r 15.177 0.011 
 74596 56452.752352 r 15.167 0.012 
 74596 56453.465264 r 14.930 0.021 
 74596 56453.465704 r 15.147 0.010 
 74596 56453.476666 r 15.163 0.014 
 74596 56453.477356 r 14.944 0.015 
 74596 56453.567081 r 14.902 0.011 
 74596 56453.567781 r 14.898 0.010 
 74596 56453.568211 r 14.897 0.010 
 74596 56453.574528 r 14.896 0.011 
 74596 56453.575206 r 14.897 0.010 
 74596 56453.575657 r 14.897 0.010 
 74596 56453.677469 r 15.233 0.012 
 74596 56453.678173 r 15.246 0.010 
 74596 56453.678605 r 15.351 0.013 
 74596 56453.747565 r 15.234 0.011 
 74596 56453.748378 r 15.218 0.011 
 74596 56453.748937 r 15.228 0.012 
 74596 56465.454568 r 15.268 0.010 
 74596 56465.455249 r 15.263 0.010 
 74596 56465.455691 r 15.283 0.011 
 74596 56465.462665 r 15.257 0.011 
 74596 56465.463356 r 15.278 0.010 
 74596 56465.463783 r 15.257 0.011 
 74596 56467.462713 r 15.138 0.010 
 74596 56467.463393 r 15.113 0.010 
 74596 56467.463847 r 15.149 0.010 
 74596 56724.814885 r 15.269 0.010 
 74596 56724.815323 r 15.270 0.010 
 74596 56724.837694 r 15.266 0.010 
 74596 56724.838133 r 15.264 0.011 
 74596 56724.858302 r 15.273 0.010 
 74596 56724.858738 r 15.271 0.010 
 74596 56724.881196 r 15.200 0.010 
 74596 56724.881636 r 15.191 0.010 
 74596 56725.824447 r 14.889 0.010 
 74596 56725.824889 r 14.887 0.010 
 74596 56725.844726 r 14.860 0.010 
 74596 56725.845162 r 14.860 0.011 
 74596 56725.875055 r 14.861 0.010 
 74596 56725.875495 r 14.857 0.010 
 74596 56726.810271 r 14.955 0.010 
 74596 56726.810697 r 14.940 0.010 
 74596 56726.819387 r 14.982 0.011 
 74596 56726.819819 r 14.972 0.011 
 74596 56726.839819 r 15.025 0.010 
 74596 56726.840245 r 15.028 0.010 
 74596 56726.859958 r 15.102 0.010 
 74596 56726.860383 r 15.098 0.010 
 74596 56726.880322 r 15.170 0.010 
 74596 56726.880764 r 15.174 0.010 
 74596 56726.900425 r 15.217 0.010 
 74596 56726.900873 r 15.227 0.010 
 74596 56451.719677 i 14.983 0.012 
 74596 56452.497345 i 15.280 0.012 
 74596 56452.497785 i 15.260 0.011 
 74596 56452.611183 i 14.995 0.013 
 74596 56452.611621 i 14.977 0.010 
 74596 56452.699593 i 15.055 0.011 
 74596 56452.700079 i 15.065 0.012 
 74596 56452.752902 i 15.202 0.012 
 74596 56452.753449 i 15.205 0.011 
 74596 56453.466139 i 15.146 0.012 
 74596 56453.466599 i 15.196 0.013 
 74596 56453.473140 i 15.262 0.026 
 74596 56453.478647 i 15.339 0.012 
 74596 56453.568639 i 14.987 0.010 
 74596 56453.569078 i 15.021 0.010 
 74596 56453.576087 i 15.010 0.011 
 74596 56453.576522 i 15.004 0.010 
 74596 56453.679063 i 15.271 0.011 
 74596 56453.679504 i 15.260 0.010 
 74596 56453.749491 i 15.309 0.013 
 74596 56465.456542 i 15.286 0.011 
 74596 56465.464655 i 15.280 0.011 
 74596 56467.464288 i 15.187 0.010 
 74596 56467.464715 i 15.190 0.010 
 74596 56724.815764 i 15.285 0.010 
 74596 56724.816199 i 15.289 0.010 
 74596 56724.838569 i 15.277 0.010 
 74596 56724.839012 i 15.278 0.010 
 74596 56724.859179 i 15.269 0.011 
 74596 56724.859614 i 15.282 0.010 
 74596 56724.882066 i 15.233 0.010 
 74596 56724.882496 i 15.221 0.011 
 74596 56726.811144 i 15.026 0.010 
 74596 56726.811663 i 15.044 0.011 
 74596 56726.820248 i 15.062 0.011 
 74596 56726.820689 i 15.053 0.011 
 74596 56726.861259 i 15.151 0.010 
 74596 56726.881188 i 15.211 0.011 
 74596 56726.881629 i 15.214 0.010 
 74596 56451.720223 z 14.998 0.011 
 74596 56451.720708 z 15.015 0.012 
 74596 56452.498233 z 15.249 0.013 
 74596 56452.498661 z 15.265 0.010 
 74596 56452.612057 z 14.998 0.012 
 74596 56452.612487 z 15.023 0.011 
 74596 56452.700608 z 15.063 0.011 
 74596 56452.701148 z 15.069 0.010 
 74596 56452.753959 z 15.213 0.011 
 74596 56452.754501 z 15.242 0.010 
 74596 56453.467450 z 15.173 0.015 
 74596 56453.479073 z 15.100 0.011 
 74596 56453.479532 z 14.976 0.012 
 74596 56453.569520 z 14.967 0.011 
 74596 56453.569950 z 14.991 0.011 
 74596 56453.576983 z 14.997 0.015 
 74596 56453.577412 z 15.027 0.015 
 74596 56453.680353 z 15.269 0.011 
 74596 56453.750520 z 15.295 0.015 
 74596 56453.751075 z 15.228 0.012 
 74596 56465.457415 z 15.279 0.012 
 74596 56465.465093 z 15.292 0.011 
 74596 56465.465539 z 15.288 0.012 
 74596 56467.465179 z 15.190 0.011 
 74596 56467.465622 z 15.197 0.011 
 74596 56724.816635 z 15.291 0.010 
 74596 56724.817063 z 15.264 0.010 
 74596 56724.839453 z 15.276 0.010 
 74596 56724.839896 z 15.275 0.011 
 74596 56724.860045 z 15.295 0.010 
 74596 56724.860476 z 15.289 0.010 
 74596 56724.882934 z 15.219 0.011 
 74596 56724.883370 z 15.215 0.010 
 74596 56725.826223 z 15.007 0.011 
 74596 56725.826647 z 15.013 0.010 
 74596 56725.846455 z 14.981 0.010 
 74596 56725.846892 z 14.982 0.012 
 74596 56725.876824 z 14.980 0.011 
 74596 56725.877247 z 14.982 0.011 
 74596 56726.812106 z 15.032 0.011 
 74596 56726.812548 z 15.026 0.011 
 74596 56726.821137 z 15.055 0.011 
 74596 56726.821562 z 15.046 0.011 
 74596 56726.841542 z 15.098 0.012 
 74596 56726.841984 z 15.092 0.011 
 74596 56726.861683 z 15.151 0.011 
 74596 56726.862115 z 15.140 0.011 
 74596 56726.882066 z 15.201 0.013 
 74596 56726.882514 z 15.201 0.011 
 74596 56726.902182 z 15.243 0.011 
 74596 56726.902619 z 15.241 0.011 
 74607 56451.722332 u 16.331 0.011 
 74607 56452.500658 u 16.244 0.012 
 74607 56452.613786 u 16.182 0.011 
 74607 56452.614566 u 16.188 0.011 
 74607 56452.703502 u 14.897 0.012 
 74607 56453.475292 u 16.238 0.024 
 74607 56453.481520 u 16.290 0.018 
 74607 56453.571283 u 16.215 0.012 
 74607 56453.571960 u 16.208 0.012 
 74607 56453.578740 u 16.079 0.013 
 74607 56453.579412 u 16.107 0.015 
 74607 56453.681792 u 15.175 0.011 
 74607 56467.466971 u 15.673 0.010 
 74607 56467.467647 u 15.682 0.010 
 74607 56724.841881 u 16.177 0.011 
 74607 56724.862477 u 16.229 0.010 
 74607 56724.885357 u 16.253 0.011 
 74607 56725.828639 u 16.255 0.012 
 74607 56725.848211 u 16.222 0.010 
 74607 56726.814544 u 16.220 0.015 
 74607 56726.823632 u 16.410 0.018 
 74607 56726.903935 u 14.773 0.011 
 74607 56451.721773 g 15.681 0.010 
 74607 56452.499554 g 15.608 0.010 
 74607 56452.612929 g 15.576 0.010 
 74607 56452.613357 g 15.550 0.010 
 74607 56452.701691 g 14.237 0.010 
 74607 56452.702231 g 14.213 0.010 
 74607 56452.755016 g 14.674 0.010 
 74607 56452.755566 g 14.699 0.011 
 74607 56453.474437 g 15.502 0.012 
 74607 56453.479965 g 15.703 0.012 
 74607 56453.480388 g 15.589 0.013 
 74607 56453.570419 g 15.597 0.010 
 74607 56453.570859 g 15.602 0.010 
 74607 56453.577840 g 15.516 0.010 
 74607 56453.578284 g 15.505 0.010 
 74607 56453.680803 g 14.677 0.013 
 74607 56453.681369 g 14.768 0.010 
 74607 56453.751591 g 15.168 0.014 
 74607 56453.752177 g 15.215 0.010 
 74607 56465.458279 g 15.718 0.013 
 74607 56465.465990 g 15.681 0.011 
 74607 56465.466423 g 15.684 0.011 
 74607 56467.466080 g 15.130 0.011 
 74607 56467.466518 g 15.129 0.010 
 74607 56724.817498 g 15.445 0.010 
 74607 56724.817962 g 15.441 0.010 
 74607 56724.840334 g 15.508 0.010 
 74607 56724.840768 g 15.524 0.011 
 74607 56724.860922 g 15.593 0.010 
 74607 56724.861365 g 15.598 0.010 
